A,B,Segment,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler
bout time some of these chicks do wa a man they just wa suppo tell that bitch to get a bra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,19.05,4.76,0,0,0,0,4.76,14.29,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when the pussy stank,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
remember this bro do show people this,1,1,14.29,14.29,0,0,14.29,0,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,14.29,0,0,14.29,14.29,0,0,0
yall i found this letter on my car naaah,1,1,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0
if shes sending you nudes on snap chats but your not one of the guys on her favorites she a hoe,1,1,4.76,4.76,0,0,19.05,0,19.05,0,0,0,4.76,9.52,14.29,0,4.76,0,0,0,0,0,0,0,0,4.76,38.1,4.76,0,0,0,0,4.76,33.33,0,0,14.29,4.76,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0
mondays are a whole lot better when youre driving a vehicle that white pussy uhhh get ya,1,1,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,5.88,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,11.76,11.76,0,5.88,0,5.88,0,0,11.76,0,11.76,0,11.76,5.88,0,5.88,0
no longer a side bitch,1,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
spitting on people just shows you were raised right in another words its a bitch nigga trait,1,1,0,0,0,0,5.88,0,5.88,0,0,0,0,0,5.88,0,11.76,0,0,0,0,0,0,0,0,11.76,11.76,5.88,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0
spongebob out here beating bitches up,1,1,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
a relationship is only made for two but some bitches do know how to couamen to that,1,1,5.88,5.88,0,0,23.53,0,23.53,11.76,11.76,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
why is everyone who thinks youre an unfunny pandering jizzbag automatically a troll and he hate colored folk,1,1,0,0,0,0,16.67,5.56,11.11,5.56,5.56,0,0,0,0,0,11.11,0,5.56,5.56,0,5.56,0,5.56,0,5.56,27.78,0,0,0,0,0,0,27.78,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,16.67,0,0,0,0,0,0
darkskin girls ugly ass bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0,0,0,0,0,0,40,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
in the fashion world urban means stolen from black people its ghetto on us and urban on them haha,2,1,5.26,5.26,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,21.05,0,0,0,0,0,0,21.05,0,0,0,0,10.53,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,21.05,0,0,21.05,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,0
its like when a bitch gotta pretty pussy but its loose witchcraft,1,1,0,0,0,0,16.67,0,16.67,0,0,0,8.33,0,8.33,0,16.67,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,8.33,8.33,0,0,8.33,8.33,8.33,0,0,0
the white girls u should holla at but nooooo brothas go for the ugliest bad built hoes ever,1,1,0,0,0,0,16.67,5.56,11.11,0,0,5.56,0,0,5.56,0,16.67,0,11.11,5.56,0,5.56,0,0,0,5.56,22.22,5.56,0,0,0,0,5.56,16.67,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,5.56,5.56,5.56,0,0,5.56,0,0,0,11.11,11.11,0,0,0
how young is this hoe with a mampm pillow,1,1,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0
i survived swine flu bird flu west nile and the bloomberg administration ill be finethe aboion survival ca get that,2,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,10,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0
fyi my favorite type of bitches,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0
small titty bitches pierced nipples look like staples lmao,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0
ready blow this bitch down me rellos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0
i could find anything to hold my hair up let alone put a pony inno bitch i said post a busted pic,1,1,0,0,0,0,13.64,0,13.64,4.55,0,4.55,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,4.55,9.09,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,13.64,0,4.55,4.55,0,0,0,0,4.55,0,0,4.55,4.55,0,0,0
my leave out is trash u sick,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,14.29,14.29,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0
io got no typebad bitches is the only thing that i like aye im just living life,1,1,0,0,0,0,17.65,17.65,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,17.65,5.88,0,0,5.88,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0
i try to keep all my bitches on lay away same way i feel,1,1,7.14,0,7.14,0,28.57,7.14,21.43,7.14,0,7.14,0,0,7.14,0,14.29,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,28.57,0,7.14,21.43,0,0,7.14,0,0,7.14,0,0,0,0,0,0
trust these bitches nah,1,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0
is it wrong if i get on this bitch and staed talking shit yes,1,1,0,0,0,0,14.29,7.14,7.14,0,0,0,7.14,0,7.14,0,21.43,0,7.14,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0
ai nothing better in life than meeting a hoe with a full time jobdo let her have her own benefits nigga what,1,1,9.09,0,4.55,4.55,9.09,4.55,4.55,0,0,0,0,0,4.55,0,18.18,9.09,0,0,0,0,0,0,0,9.09,22.73,4.55,0,0,0,0,4.55,13.64,0,0,13.64,0,4.55,0,0,4.55,13.64,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,13.64,4.55,0,0,4.55,0,0,0,9.09,0,0,0,0,0,0,0,0
boney as shit right i seen em walking down the street ctfu i was in the crib tho he a lucky nig,1,1,0,0,0,0,4.55,0,4.55,0,0,0,0,0,4.55,0,9.09,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,22.73,0,4.55,13.64,4.55,0,0,0,9.09,0,0,4.55,4.55,0,0,0
i heard thigh gaps is a way of telling if a bitch pussy is loose what,1,1,0,0,0,0,6.25,0,6.25,0,0,0,6.25,0,6.25,0,12.5,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12.5,0,6.25,6.25,0,6.25,12.5,0,0,0,0,0,0
i threw them hoes away you also just threw yo life awaybruhhh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,33.33,0,0,0,0,0,0,25,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,25,0,16.67,8.33,0,0,0,0,16.67,0,0,8.33,8.33,0,0,0
lol haha hahahahahahahahahaahah deez nuts bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33.33,0,33.33,33.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,66.67,0,0,0
hate driving in the rain you can drive deez nuts in your botch mouth hoe,1,1,0,0,0,0,6.67,0,6.67,0,0,6.67,0,0,0,0,13.33,0,6.67,6.67,0,6.67,0,6.67,0,6.67,20,0,0,0,0,0,0,20,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,26.67,0,13.33,13.33,0,0,0,0,0,6.67,0,6.67,6.67,0,0,0
your opinion is irreleva because youre a cu,1,1,0,0,0,0,25,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
true nothing shuts up libdog bitches who like to bark at anything thats calledpreaching the truth,1,1,0,0,0,0,18.75,6.25,12.5,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0
fuck her right in the pussy i wish this dude was my grandpa,1,1,7.69,7.69,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,15.38,0,0,0,0,0,0,0,0,15.38,23.08,0,0,0,0,0,0,23.08,7.69,7.69,7.69,15.38,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,0,7.69,0,7.69,7.69,7.69,0,0,0
when you see the bitch that been talking smack about you in the playground,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,21.43,7.14,0,0,0,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0
i just wa panda express panera big booty hoe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i hate a nosey bitchsome more than others,1,1,0,0,0,0,37.5,0,25,0,0,0,0,0,25,0,25,0,12.5,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i got money guns gold bitches nd stacks nigga fuck this net beef have my shooters get at niggas a bring dat friday den,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,8.33,0,0,0,0,0,0,16.67,8.33,0,4.17,4.17,0,0,0,4.17,0,0,0,4.17,4.17,0,0,0
if a bitch comes for me i hope she bout all that slick shit she yapping about thuggin,1,1,0,0,0,0,16.67,5.56,11.11,0,0,5.56,11.11,0,5.56,0,16.67,5.56,0,5.56,5.56,0,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,11.11,0,5.56,5.56,0,0,5.56,0,0,5.56,5.56,0,0,0,0,0
im finna eat some pussy lmao,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,33.33,33.33,0,0,0
when girls take my snap backs and beanies lol thats dollars a hat and for the ax beanies i do let them take it,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,4.17,0,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,4.17,0,4.17,0,4.17,4.17,0,0,0
a new breed of white girl she slammed that bitch,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,10,0,0,0,0,0,0,10,30,0,0,0,0,0,0,30,0,0,30,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
a bitch could pay me to get dem pregna again fr fam ion see how niccas out here poppin kids out,1,1,4.76,4.76,0,0,9.52,0,9.52,4.76,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,4.76,9.52,0,0,0,0,0,0,9.52,4.76,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,23.81,19.05,0,0,14.29,4.76,0,0,4.76,0,0,0,4.76,4.76,0,0,0
niggas wa pussy i ai giving any out here is where lies our dilemma thats cool,1,1,6.25,6.25,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,18.75,6.25,0,0,0,0,0,0,0,12.5,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,25,0,0,18.75,0,0,6.25,0,0,12.5,0,0,0,0,0,0
hahahaha do it bitch make her fall in love should i,1,1,0,0,0,0,18.18,0,18.18,0,9.09,9.09,0,0,0,0,27.27,18.18,0,18.18,18.18,0,0,0,0,9.09,18.18,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,9.09,18.18,0,0,0,0,0,0,0,9.09,9.09,0,0,0
if she buys you a tattoo wife that girl this bitch,1,1,9.09,9.09,0,0,9.09,0,9.09,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,36.36,0,0,0,0,0,0,36.36,9.09,0,27.27,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bitches saying ray rice got what he deserved but just a moh ago waed this man free,1,1,0,0,0,0,11.76,0,11.76,0,0,5.88,0,0,5.88,0,11.76,5.88,0,0,0,0,0,0,0,5.88,23.53,11.76,0,0,0,5.88,5.88,11.76,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0
bitches be like messy bun,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when she ask how imma eat her pussy,1,1,0,0,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,37.5,12.5,0,0,0,0,12.5,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0
girl you eat mo pussy than me girl you shoulda been a nigga thats that jam,1,1,0,0,0,0,12.5,0,12.5,0,0,6.25,0,0,6.25,0,12.5,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0
leave all the bitchin to bitches,1,1,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
last night was well fun lmao you got some pussy did ya vern unfounately no lol,1,1,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,25,18.75,0,6.25,6.25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,12.5,12.5,0,0,18.75,18.75,0,0,0
yall females love yall a bum nigga or a jail bird,1,1,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,9.09,0,18.18,9.09,0,9.09,9.09,0,0,0,0,9.09,36.36,9.09,0,0,0,0,0,27.27,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you lucky ashit if you got the shawty you wa a niggah just tryna keep her,1,1,0,0,0,0,12.5,0,12.5,0,0,6.25,6.25,0,6.25,0,18.75,12.5,0,0,0,0,0,0,0,6.25,25,0,0,0,0,0,0,25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,12.5,12.5,0,0,0
do get on bro when bae textin another nigger,1,1,22.22,22.22,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,22.22,11.11,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,22.22,22.22,0,0,0
i just accideally ate a pot brownie i guess there goes my pledge of being drug free for life lolz lmao college,2,1,4.55,4.55,0,0,4.55,0,4.55,4.55,0,0,4.55,0,0,0,9.09,9.09,0,0,0,0,0,0,0,4.55,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,4.55,4.55,0,0,0,0,4.55,4.55,0,9.09,9.09,0,0,0
who else thinks lip biting is fucking sexy uil that bitch bite too hard put a hoe out once for that,1,1,0,0,0,0,9.52,0,9.52,4.76,0,0,0,0,4.76,0,19.05,4.76,0,0,0,0,0,0,0,14.29,9.52,0,0,0,0,0,0,9.52,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,14.29,0,4.76,4.76,0,0,4.76,4.76,0,9.52,0,0,0,0,0,0
these the kids that call you nigger on xbox,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,33.33,11.11,0,0,0,0,11.11,22.22,0,0,0,0,11.11,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how i feel when im throwing trash away everyday in school,2,1,0,0,0,0,27.27,9.09,18.18,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,27.27,0,0,18.18,0,0,9.09,18.18,0,18.18,0,0,0,0,0,0
when he makes u his wcw amp his hoes favorite it,1,1,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,9.09,45.45,0,0,0,0,0,0,45.45,0,0,9.09,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,0,0,0
females that know they are hoes really the coolest chicksall sex asideslmao,1,1,0,0,0,0,16.67,0,16.67,8.33,0,0,0,8.33,0,0,16.67,8.33,0,0,0,0,0,0,0,8.33,25,0,0,0,0,0,0,25,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0
they game is over fuck yall bitches amp yall attitudes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
